date,City,No. Stations,Air Quality,Index Value,Prominent Pollutant
2025-07-31,Jaipur,6,Satisfactory,73,"NO2, PM10"
2025-07-31,Hajipur,1,Satisfactory,51,O3
2025-07-31,Jaisalmer,1,Moderate,105,PM10
2025-07-31,Jalgaon,1,Satisfactory,58,PM10
2025-07-31,Jalna,1,Satisfactory,57,PM10
2025-07-31,Jalore,1,Moderate,118,PM10
2025-07-31,Jhalawar,1,Satisfactory,55,NO2
2025-07-31,Jhansi,1,Good,37,PM10
2025-07-31,Jhunjhunu,1,Good,49,PM10
2025-07-31,Jodhpur,5,Satisfactory,81,PM10
2025-07-31,Jorapokhar,1,Satisfactory,59,PM10
2025-07-31,Kadapa,1,Satisfactory,56,PM2.5
2025-07-31,Kalaburagi,1,Good,36,CO
2025-07-31,Kalyan,1,Satisfactory,71,PM10
2025-07-31,Jalandhar,1,Good,42,PM10
2025-07-31,Gwalior,2,Good,42,PM10
2025-07-31,Guwahati,4,Good,41,"PM10, PM2.5, SO2"
2025-07-31,Greater Noida,2,Satisfactory,66,PM10
2025-07-31,Chikkamagaluru,1,Good,43,CO
2025-07-31,Chittoor,1,Satisfactory,66,PM2.5
2025-07-31,Chittorgarh,1,Satisfactory,58,PM10
2025-07-31,Churu,1,Satisfactory,79,PM10
2025-07-31,Coimbatore,2,Good,41,"PM10, PM2.5"
2025-07-31,Cuddalore,2,Good,38,"PM10, PM2.5"
2025-07-31,Cuttack,1,Good,28,PM10
2025-07-31,Damoh,1,Good,25,CO
2025-07-31,Dausa,1,Satisfactory,72,PM10
2025-07-31,Davanagere,1,Good,32,PM10
2025-07-31,Dehradun,1,Good,21,O3
2025-07-31,Delhi,33,Satisfactory,59,"O3, PM10"
2025-07-31,Dewas,1,Satisfactory,82,PM10
2025-07-31,Dhanbad,1,Satisfactory,81,NO2
2025-07-31,Dhule,1,Satisfactory,80,PM10
2025-07-31,Dindigul,1,Good,42,PM10
2025-07-31,Dungarpur,1,Satisfactory,85,PM10
2025-07-31,Durgapur,2,Moderate,156,PM10
2025-07-31,Eloor,1,Satisfactory,77,CO
2025-07-31,Firozabad,1,Good,34,PM10
2025-07-31,Gadag,1,Good,44,CO
2025-07-31,Gandhinagar,3,Satisfactory,80,PM10
2025-07-31,Gaya,3,Good,44,"CO, PM2.5"
2025-07-31,Ghaziabad,4,Good,47,"CO, NO2"
2025-07-31,Gorakhpur,1,Good,47,O3
2025-07-31,Chhapra,1,Moderate,145,PM2.5
2025-07-31,Vrindavan,1,Good,28,PM10
2025-08-01,Agartala,1,Good,26,SO2
2025-08-01,Virar,1,Satisfactory,56,PM10
2025-08-01,Muzaffarnagar,1,Good,46,PM2.5
2025-08-01,Muzaffarpur,2,Good,47,"O3, PM2.5"
2025-08-01,Mysuru,1,Satisfactory,51,PM10
2025-08-01,Nagaon,1,Satisfactory,58,PM10
2025-08-01,Nagapattinam,1,Good,49,PM10
2025-08-01,Nagaur,1,Satisfactory,88,PM10
2025-08-01,Nagpur,4,Satisfactory,62,PM10
2025-08-01,Nalbari,1,Satisfactory,51,PM2.5
2025-08-01,Namakkal,1,Satisfactory,65,PM2.5
2025-08-01,Nanded,1,Satisfactory,72,PM10
2025-08-01,Nandesari,1,Moderate,113,PM10
2025-08-01,Mumbai,25,Satisfactory,60,PM10
2025-08-01,Nashik,4,Satisfactory,60,PM10
2025-08-01,Nayagarh,1,Good,41,PM10
2025-08-01,Noida,4,Satisfactory,55,"NO2, PM10"
2025-08-01,Ooty,1,Satisfactory,68,PM10
2025-08-01,Pali,1,Satisfactory,92,PM10
2025-08-01,Palkalaiperur,1,Good,34,PM10
2025-08-01,Panchgaon,1,Good,32,O3
2025-08-01,Patiala,1,Good,24,PM10
2025-08-01,Patna,6,Satisfactory,76,"CO, PM10"
2025-08-01,Perundurai,1,Good,36,PM2.5
2025-08-01,Pimpri-Chinchwad,4,Satisfactory,62,"CO, PM10"
2025-08-01,Pratapgarh,1,Satisfactory,86,PM10
2025-08-01,Navi Mumbai,6,Good,50,PM10
2025-08-01,Prayagraj,3,Good,33,"PM10, SO2"
2025-08-01,Moradabad,6,Satisfactory,54,"CO, PM2.5"
2025-08-01,Meerut,1,Good,41,PM10
2025-08-01,Karur,1,Satisfactory,73,CO
2025-08-01,Karwar,1,Good,25,SO2
2025-08-01,Kashipur,1,Good,35,PM10
2025-08-01,Katni,1,Satisfactory,78,PM10
2025-08-01,Keonjhar,1,Satisfactory,68,PM10
2025-08-01,Khanna,1,Good,44,PM10
2025-08-01,Khurja,1,Satisfactory,78,PM10
2025-08-01,Kohima,1,Satisfactory,66,SO2
2025-08-01,Kolhapur,2,Good,36,PM10
2025-08-01,Kolkata,6,Satisfactory,55,"NO2, PM10"
2025-08-01,Koppal,1,Good,33,PM10
2025-08-01,Mira-Bhayandar,1,Good,48,PM10
2025-08-01,Korba,2,Good,47,"PM10, PM2.5"
2025-08-01,Kunjemura,1,Satisfactory,78,PM10
2025-08-01,Latur,1,Good,36,PM10
2025-08-01,Lucknow,5,Satisfactory,83,"PM10, PM2.5"
2025-08-01,Ludhiana,1,Satisfactory,67,PM10
2025-08-01,Madikeri,1,Good,26,PM10
2025-08-01,Madurai,1,Good,47,PM10
2025-08-01,Mahad,1,Satisfactory,54,PM10
2025-08-01,Malegaon,1,Satisfactory,73,PM10
2025-08-01,Mandi Gobindgarh,1,Satisfactory,51,O3
2025-08-01,Mandideep,1,Satisfactory,75,PM10
2025-08-01,Manguraha,1,Satisfactory,87,CO
2025-08-01,Kota,3,Satisfactory,86,PM10
2025-08-01,Puducherry,1,Satisfactory,51,PM10
2025-08-01,Pudukottai,1,Good,33,PM10
2025-08-01,Pune,8,Satisfactory,60,CO
2025-08-01,Talcher,1,Moderate,114,PM10
2025-08-01,Tensa,1,Satisfactory,62,PM10
2025-08-01,Thane,2,Satisfactory,58,PM10
2025-08-01,Thiruvananthapuram,2,Good,45,PM10
2025-08-01,Thoothukudi,1,Satisfactory,77,CO
2025-08-01,Thrissur,1,Satisfactory,53,PM2.5
2025-08-01,Tiruchirappalli,1,Satisfactory,52,PM10
2025-08-01,Tirumala,1,Satisfactory,58,PM10
2025-08-01,Tirunelveli,1,Good,42,CO
2025-08-01,Tirupati,1,Good,47,PM10
2025-08-01,Tirupur,1,Satisfactory,58,PM10
2025-08-01,Surat,1,Satisfactory,71,PM10
2025-08-01,Tonk,1,Satisfactory,85,PM10
2025-08-01,Ulhasnagar,1,Satisfactory,65,PM10
2025-08-01,Vapi,1,Moderate,110,PM10
2025-08-01,Varanasi,3,Good,40,SO2
2025-08-01,Vatva,1,Satisfactory,87,PM10
2025-08-01,Vellore,1,Good,50,PM10
2025-08-01,Vijayapura,1,Good,47,PM10
2025-08-01,Vijayawada,3,Satisfactory,67,PM10
2025-08-01,Virudhunagar,1,Satisfactory,60,PM10
2025-08-01,Visakhapatnam,1,Moderate,129,PM10
2025-08-01,Vrindavan,1,Good,37,PM10
2025-08-01,Yadgir,1,Good,47,PM10
2025-08-01,Udaipur,1,Satisfactory,79,PM10
2025-08-01,Suakati,1,Moderate,196,O3
2025-08-01,Solapur,2,Good,47,PM10
2025-08-01,Siwan,1,Good,45,CO
2025-08-01,Purnia,1,Good,40,PM10
2025-08-01,Raipur,4,Good,40,PM10
2025-08-01,Rairangpur,1,Satisfactory,73,PM10
2025-08-01,Rajamahendravaram,1,Satisfactory,56,PM10
2025-08-01,Rajgir,1,Satisfactory,80,CO
2025-08-01,Rajsamand,1,Satisfactory,90,O3
2025-08-01,Ramanagara,1,Good,41,PM10
2025-08-01,Ramanathapuram,1,Good,45,PM10
2025-08-01,Ratlam,1,Satisfactory,78,PM10
2025-08-01,Rishikesh,1,Good,35,PM10
2025-08-01,Rourkela,2,Satisfactory,59,PM10
2025-08-01,Rupnagar,1,Satisfactory,63,PM10
2025-08-01,Sagar,2,Satisfactory,80,PM10
2025-08-01,Saharsa,1,Satisfactory,58,PM10
2025-08-01,Salem,1,Good,43,PM10
2025-08-01,Sangli,1,Satisfactory,78,PM10
2025-08-01,Sawai Madhopur,1,Satisfactory,68,PM10
2025-08-01,Shillong,1,Good,22,O3
2025-08-01,Shivamogga,1,Good,44,O3
2025-08-01,Sikar,1,Satisfactory,65,PM10
2025-08-01,Silchar,1,Good,50,PM10
2025-08-01,Siliguri,1,Good,38,PM10
2025-08-01,Singrauli,1,Satisfactory,52,SO2
2025-08-01,Sirohi,1,Satisfactory,85,PM10
2025-08-01,Sivasagar,1,Good,35,PM10
2025-08-01,Karauli,1,Good,25,CO
2025-08-01,Kanpur,3,Good,46,"CO, PM10, SO2"
2025-08-01,Pithampur,1,Moderate,104,PM10
2025-08-01,Kanchipuram,1,Good,30,PM10
2025-08-01,Bettiah,1,Satisfactory,95,CO
2025-08-01,Bharatpur,1,Good,34,PM10
2025-08-01,Bhilai,3,Satisfactory,51,PM10
2025-08-01,Bhilwara,1,Satisfactory,75,PM10
2025-08-01,Bhiwadi,2,Good,44,"PM10, PM2.5"
2025-08-01,Bhiwandi,1,Satisfactory,71,PM10
2025-08-01,Bhopal,3,Satisfactory,89,PM10
2025-08-01,Bhubaneswar,2,Satisfactory,58,"CO, PM10"
2025-08-01,Bihar Sharif,1,Satisfactory,92,PM2.5
2025-08-01,Bikaner,1,Satisfactory,86,PM10
2025-08-01,Bilaspur,1,Good,32,PM10
2025-08-01,Bengaluru,8,Satisfactory,68,"O3, PM10"
2025-08-01,Bileipada,1,Satisfactory,77,PM10
2025-08-01,Brajrajnagar,1,Satisfactory,79,CO
2025-08-01,Bulandshahr,1,Good,44,PM10
2025-08-01,Bundi,1,Satisfactory,84,PM10
2025-08-01,Byasanagar,1,Satisfactory,76,PM10
2025-08-01,Chamarajanagar,1,Good,36,PM10
2025-08-01,Chandigarh,3,Good,49,"CO, O3, PM10"
2025-08-01,Chandrapur,2,Satisfactory,55,"PM10, PM2.5"
2025-08-01,Chengalpattu,1,Good,38,PM10
2025-08-01,Chennai,6,Satisfactory,84,PM10
2025-08-01,Chhal,1,Good,40,PM10
2025-08-01,Chhapra,1,Moderate,132,PM2.5
2025-08-01,Boisar,1,Satisfactory,66,O3
2025-08-01,Begusarai,1,Moderate,117,PM2.5
2025-08-01,Bathinda,1,Good,44,NO2
2025-08-01,Barrackpore,1,Satisfactory,51,PM10
2025-08-01,Agra,4,Good,46,PM10
2025-08-01,Ahmedabad,9,Satisfactory,77,PM10
2025-08-01,Kannur,1,Satisfactory,56,PM10
2025-08-01,Aizawl,1,Good,21,PM10
2025-08-01,Ajmer,1,Satisfactory,81,PM10
2025-08-01,Akola,1,Satisfactory,52,PM10
2025-08-01,Alwar,1,Satisfactory,63,CO
2025-08-01,Amaravati,1,Satisfactory,73,PM10
2025-08-01,Amravati,2,Satisfactory,74,PM10
2025-08-01,Amritsar,1,Satisfactory,62,PM10
2025-08-01,Angul,1,Satisfactory,71,PM10
2025-08-01,Ariyalur,1,Good,45,PM10
2025-08-01,Arrah,1,Good,45,PM10
2025-08-01,Asansol,4,Good,35,"O3, PM10, PM2.5"
2025-08-01,Aurangabad(Maharashtra),3,Satisfactory,58,PM10
2025-08-01,Baddi,1,Moderate,130,PM10
2025-08-01,Badlapur,1,Satisfactory,71,PM10
2025-08-01,Bagalkot,1,Good,49,PM10
2025-08-01,Balasore,1,Satisfactory,53,PM10
2025-08-01,Banswara,1,Satisfactory,99,PM10
2025-08-01,Baran,1,Moderate,126,PM10
2025-08-01,Barbil,1,Satisfactory,58,PM10
2025-08-01,Bareilly,1,Satisfactory,65,CO
2025-08-01,Baripada,1,Satisfactory,64,PM10
2025-08-01,Barmer,1,Satisfactory,100,PM10
2025-08-01,Chikkaballapur,1,Good,31,PM10
2025-08-01,Chikkamagaluru,1,Good,27,PM10
2025-08-01,Ahmednagar,1,Satisfactory,51,PM10
2025-08-01,Chittorgarh,1,Satisfactory,59,PM10
2025-08-01,Hajipur,1,Satisfactory,71,PM2.5
2025-08-01,Haldia,1,Satisfactory,62,PM10
2025-08-01,Hapur,1,Satisfactory,63,CO
2025-08-01,Haveri,1,Good,47,PM10
2025-08-01,Hosur,1,Good,45,PM10
2025-08-01,Howrah,4,Good,50,"CO, PM10, PM2.5"
2025-08-01,Hubballi,1,Good,35,PM10
2025-08-01,Hyderabad,12,Satisfactory,68,"PM10, PM2.5"
2025-08-01,Indore,6,Satisfactory,55,"PM10, PM2.5"
2025-08-01,Jabalpur,3,Satisfactory,54,"NO2, PM10"
2025-08-01,Jaipur,6,Satisfactory,86,"NO2, PM10"
2025-08-01,Gwalior,3,Satisfactory,54,"PM10, PM2.5"
2025-08-01,Jaisalmer,1,Moderate,107,PM10
2025-08-01,Jalgaon,1,Satisfactory,61,PM10
2025-08-01,Jalna,1,Satisfactory,78,PM10
2025-08-01,Jalore,1,Moderate,104,PM10
2025-08-01,Jhalawar,1,Satisfactory,75,PM10
2025-08-01,Jhansi,1,Satisfactory,62,PM10
2025-08-01,Jhunjhunu,1,Satisfactory,57,PM10
2025-08-01,Jodhpur,5,Satisfactory,72,PM10
2025-08-01,Jorapokhar,1,Good,41,PM10
2025-08-01,Kadapa,1,Satisfactory,58,PM2.5
2025-08-01,Kalyan,2,Satisfactory,73,PM10
2025-08-01,Chittoor,1,Satisfactory,76,PM2.5
2025-08-01,Jalandhar,1,Good,50,PM10
2025-08-01,Guwahati,2,Good,48,"PM2.5, SO2"
2025-08-01,Kalaburagi,1,Good,32,CO
2025-08-01,Greater Noida,2,Satisfactory,68,PM10
2025-08-01,Gummidipoondi,1,Moderate,127,PM10
2025-08-01,Churu,1,Satisfactory,70,PM10
2025-08-01,Coimbatore,1,Good,49,PM10
2025-08-01,Cuddalore,2,Good,34,"PM10, PM2.5"
2025-08-01,Cuttack,1,Satisfactory,57,PM10
2025-08-01,Damoh,1,Good,43,PM10
2025-08-01,Dausa,1,Moderate,107,PM10
2025-08-01,Dehradun,1,Good,23,PM10
2025-08-01,Delhi,33,Satisfactory,61,"CO, PM10"
2025-08-01,Dewas,1,Satisfactory,76,PM10
2025-08-01,Dhanbad,1,Satisfactory,79,NO2
2025-08-01,Dharwad,1,Satisfactory,55,PM10
2025-08-01,Davanagere,1,Good,48,PM2.5
2025-08-01,Dindigul,1,Good,45,PM10
2025-08-01,Gorakhpur,1,Good,48,PM2.5
2025-08-01,Dholpur,1,Moderate,155,PM10
2025-08-01,Gaya,3,Satisfactory,68,"PM10, PM2.5"
2025-08-01,Gangtok,1,Good,36,O3
2025-08-01,Gandhinagar,3,Satisfactory,79,PM10
2025-08-01,Ghaziabad,3,Satisfactory,59,"NO2, PM10, PM2.5"
2025-08-01,Firozabad,2,Good,50,"PM10, PM2.5"
2025-08-01,Eloor,1,Satisfactory,74,CO
2025-08-01,Durgapur,3,Satisfactory,64,PM10
2025-08-01,Dungarpur,1,Satisfactory,85,PM10
2025-08-01,Gadag,1,Good,49,CO
2025-08-02,Mumbai,24,Satisfactory,65,"O3, PM10"
2025-08-02,Nalbari,1,Good,50,PM2.5
2025-08-02,Munger,1,Good,36,CO
2025-08-02,Muzaffarnagar,1,Satisfactory,59,CO
2025-08-02,Muzaffarpur,2,Good,50,"O3, PM2.5"
2025-08-02,Mysuru,1,Satisfactory,55,PM10
2025-08-02,Nagaon,1,Satisfactory,59,PM10
2025-08-02,Nagapattinam,1,Good,45,PM10
2025-08-02,Nagaur,1,Satisfactory,97,PM10
2025-08-02,Nagpur,4,Satisfactory,57,PM10
2025-08-02,Nanded,1,Satisfactory,92,PM10
2025-08-02,Pimpri-Chinchwad,4,Satisfactory,70,"CO, PM10"
2025-08-02,Nashik,4,Satisfactory,60,PM10
2025-08-02,Navi Mumbai,6,Good,47,PM10
2025-08-02,Nayagarh,1,Good,48,PM2.5
2025-08-02,Ooty,1,Satisfactory,68,PM10
2025-08-02,Pali,1,Satisfactory,83,PM10
2025-08-02,Palkalaiperur,1,Good,40,PM10
2025-08-02,Panchgaon,1,Good,37,O3
2025-08-02,Patiala,1,Good,24,PM10
2025-08-02,Patna,6,Satisfactory,54,"CO, PM10"
2025-08-02,Perundurai,1,Good,38,CO
2025-08-02,Pithampur,1,Moderate,109,PM10
2025-08-02,Nandesari,1,Moderate,154,PM2.5
2025-08-02,Motihari,1,Satisfactory,77,PM2.5
2025-08-02,Lucknow,6,Satisfactory,86,"CO, O3, PM2.5"
2025-08-02,Mira-Bhayandar,1,Good,37,PM10
2025-08-02,Katni,1,Satisfactory,86,PM10
2025-08-02,Pratapgarh,1,Satisfactory,93,PM10
2025-08-02,Katihar,1,Good,37,PM2.5
2025-08-02,Keonjhar,1,Satisfactory,89,PM10
2025-08-02,Khanna,1,Good,38,PM10
2025-08-02,Khurja,1,Satisfactory,84,PM10
2025-08-02,Kishanganj,1,Good,27,CO
2025-08-02,Kohima,1,Satisfactory,66,SO2
2025-08-02,Kolhapur,2,Good,34,PM10
2025-08-02,Kolkata,6,Satisfactory,58,"NO2, PM10"
2025-08-02,Kollam,1,Good,44,PM10
2025-08-02,Moradabad,5,Satisfactory,62,"PM10, SO2"
2025-08-02,Korba,1,Satisfactory,53,PM2.5
2025-08-02,Kunjemura,1,Satisfactory,56,PM10
2025-08-02,Latur,1,Satisfactory,55,PM10
2025-08-02,Ludhiana,1,Good,43,PM10
2025-08-02,Madikeri,1,Good,27,PM10
2025-08-02,Madurai,1,Good,42,PM10
2025-08-02,Mahad,1,Good,49,PM10
2025-08-02,Malegaon,1,Satisfactory,71,PM10
2025-08-02,Mandi Gobindgarh,1,Good,44,CO
2025-08-02,Mandideep,1,Satisfactory,67,PM10
2025-08-02,Meerut,2,Satisfactory,70,PM10
2025-08-02,Milupara,1,Satisfactory,62,PM10
2025-08-02,Kota,3,Satisfactory,91,PM10
2025-08-02,Prayagraj,3,Good,36,PM10
2025-08-02,Sivasagar,1,Good,31,PM10
2025-08-02,Pudukottai,1,Good,30,PM10
2025-08-02,Tensa,1,Satisfactory,65,PM10
2025-08-02,Thane,2,Good,47,PM10
2025-08-02,Thanjavur,1,Good,46,PM10
2025-08-02,Thiruvananthapuram,2,Satisfactory,54,"PM10, PM2.5"
2025-08-02,Thoothukudi,1,Satisfactory,95,CO
2025-08-02,Thrissur,1,Good,50,PM10
2025-08-02,Tiruchirappalli,1,Satisfactory,75,CO
2025-08-02,Tirumala,1,Satisfactory,57,PM10
2025-08-02,Tirunelveli,1,Good,29,CO
2025-08-02,Tirupati,1,Good,44,PM10
2025-08-02,Tonk,1,Satisfactory,95,PM10
2025-08-02,Tumidih,1,Good,20,PM10
2025-08-02,Udaipur,1,Satisfactory,93,PM10
2025-08-02,Ulhasnagar,1,Satisfactory,71,PM10
2025-08-02,Vapi,1,Satisfactory,98,PM10
2025-08-02,Varanasi,4,Good,34,SO2
2025-08-02,Vatva,1,Satisfactory,76,PM10
2025-08-02,Vellore,1,Good,50,PM10
2025-08-02,Vijayapura,1,Good,47,PM10
2025-08-02,Vijayawada,2,Satisfactory,66,PM10
2025-08-02,Virar,1,Good,50,PM10
2025-08-02,Visakhapatnam,1,Moderate,134,PM10
2025-08-02,Kashipur,1,Good,37,PM10
2025-08-02,Talcher,1,Moderate,105,PM10
2025-08-02,Sri Ganganagar,1,Good,47,PM2.5
2025-08-02,Solapur,2,Good,48,PM10
2025-08-02,Siwan,1,Good,49,CO
2025-08-02,Pune,8,Satisfactory,61,"PM10, PM2.5"
2025-08-02,Purnia,1,Good,43,PM10
2025-08-02,Raipur,4,Good,42,PM10
2025-08-02,Rairangpur,1,Satisfactory,74,PM10
2025-08-02,Rajamahendravaram,1,Satisfactory,87,PM10
2025-08-02,Rajgir,1,Satisfactory,87,CO
2025-08-02,Rajsamand,1,Satisfactory,81,O3
2025-08-02,Ramanathapuram,1,Good,38,PM10
2025-08-02,Ratlam,1,Satisfactory,80,PM10
2025-08-02,Rishikesh,1,Good,38,PM10
2025-08-02,Rourkela,2,Satisfactory,64,PM10
2025-08-02,Puducherry,1,Good,45,PM10
2025-08-02,Rupnagar,1,Satisfactory,74,PM10
2025-08-02,Salem,1,Good,49,PM10
2025-08-02,Samastipur,1,Good,40,PM10
2025-08-02,Sangli,1,Satisfactory,59,PM10
2025-08-02,Sawai Madhopur,1,Satisfactory,63,PM10
2025-08-02,Shillong,1,Good,19,O3
2025-08-02,Shivamogga,1,Good,44,PM10
2025-08-02,Sikar,1,Satisfactory,86,PM10
2025-08-02,Silchar,1,Satisfactory,54,PM10
2025-08-02,Siliguri,1,Good,42,CO
2025-08-02,Singrauli,1,Good,44,PM10
2025-08-02,Sirohi,1,Satisfactory,82,PM10
2025-08-02,Sagar,2,Satisfactory,80,PM10
2025-08-02,Karwar,1,Good,21,SO2
2025-08-02,Noida,4,Satisfactory,82,PM10
2025-08-02,Karauli,1,Good,23,NO2
2025-08-02,Bhiwandi,1,Satisfactory,63,PM10
2025-08-02,Bhopal,3,Satisfactory,80,PM10
2025-08-02,Bhubaneswar,2,Satisfactory,59,PM10
2025-08-02,Bikaner,1,Moderate,101,PM10
2025-08-02,Bilaspur,1,Good,39,PM10
2025-08-02,Bileipada,1,Satisfactory,75,PM10
2025-08-02,Boisar,1,Satisfactory,66,O3
2025-08-02,Brajrajnagar,1,Satisfactory,79,CO
2025-08-02,Bulandshahr,1,Moderate,112,PM10
2025-08-02,Bundi,1,Satisfactory,87,PM10
2025-08-02,Buxar,1,Satisfactory,70,PM10
2025-08-02,Byasanagar,1,Satisfactory,89,PM10
2025-08-02,Chandigarh,3,Satisfactory,60,"O3, PM10, PM2.5"
2025-08-02,Chandrapur,2,Satisfactory,72,PM10
2025-08-02,Chengalpattu,1,Good,34,PM10
2025-08-02,Chennai,7,Satisfactory,79,PM10
2025-08-02,Chhal,1,Good,35,PM10
2025-08-02,Chhapra,1,Moderate,149,PM2.5
2025-08-02,Chikkaballapur,1,Good,32,PM10
2025-08-02,Chikkamagaluru,1,Good,40,NO2
2025-08-02,Chittoor,1,Satisfactory,78,PM2.5
2025-08-02,Chittorgarh,1,Satisfactory,71,PM10
2025-08-02,Churu,1,Satisfactory,100,PM10
2025-08-02,Bhiwadi,2,Satisfactory,72,PM10
2025-08-02,Bhilwara,1,Satisfactory,80,PM10
2025-08-02,Bhilai,2,Good,50,PM10
2025-08-02,Bharatpur,1,Good,43,PM10
2025-08-02,Vrindavan,1,Good,49,PM10
2025-08-02,Amravati,2,Satisfactory,66,PM10
2025-08-02,Amritsar,1,Satisfactory,62,PM10
2025-08-02,Anantapur,1,Satisfactory,62,PM2.5
2025-08-02,Angul,1,Satisfactory,74,PM10
2025-08-02,Araria,1,Satisfactory,66,PM2.5
2025-08-02,Ariyalur,1,Good,49,PM10
2025-08-02,Arrah,1,Good,45,PM10
2025-08-02,Asansol,4,Good,50,"O3, PM10"
2025-08-02,Aurangabad(Maharashtra),3,Satisfactory,51,"O3, PM10"
2025-08-02,Baddi,1,Moderate,102,PM10
2025-08-02,Coimbatore,2,Good,49,"PM10, PM2.5"
2025-08-02,Badlapur,1,Satisfactory,74,PM10
2025-08-02,Balasore,1,Satisfactory,58,PM10
2025-08-02,Banswara,1,Satisfactory,81,PM10
2025-08-02,Baran,1,Moderate,128,PM10
2025-08-02,Barbil,1,Satisfactory,81,PM10
2025-08-02,Bareilly,1,Satisfactory,99,SO2
2025-08-02,Baripada,1,Satisfactory,62,PM10
2025-08-02,Barmer,1,Satisfactory,99,PM10
2025-08-02,Bathinda,1,Good,43,NO2
2025-08-02,Belapur,1,Good,46,PM10
2025-08-02,Bengaluru,8,Satisfactory,74,PM10
2025-08-02,Bettiah,1,Satisfactory,68,CO
2025-08-02,Bagalkot,1,Good,49,PM10
2025-08-02,Karur,1,Satisfactory,73,CO
2025-08-02,Cuddalore,1,Poor,234,PM2.5
2025-08-02,Dausa,1,Moderate,137,PM10
2025-08-02,Hosur,1,Good,37,SO2
2025-08-02,Howrah,5,Satisfactory,79,"O3, PM10"
2025-08-02,Hubballi,1,Good,39,PM10
2025-08-02,Hyderabad,12,Satisfactory,72,"PM10, PM2.5"
2025-08-02,Indore,5,Satisfactory,57,"PM10, PM2.5"
2025-08-02,Jabalpur,3,Satisfactory,54,"CO, O3, PM10"
2025-08-02,Jaipur,6,Moderate,110,"PM10, PM2.5"
2025-08-02,Jaisalmer,1,Moderate,117,PM10
2025-08-02,Jalandhar,1,Good,41,O3
2025-08-02,Jalgaon,1,Satisfactory,55,PM10
2025-08-02,Jalna,1,Satisfactory,73,PM10
2025-08-02,Jalore,1,Satisfactory,98,PM10
2025-08-02,Jhalawar,1,Satisfactory,87,PM10
2025-08-02,Jhansi,1,Satisfactory,80,PM10
2025-08-02,Jhunjhunu,1,Satisfactory,72,PM10
2025-08-02,Jodhpur,5,Satisfactory,77,PM10
2025-08-02,Jorapokhar,1,Good,40,PM10
2025-08-02,Kadapa,1,Satisfactory,64,PM10
2025-08-02,Kalaburagi,2,Good,46,PM10
2025-08-02,Kalyan,2,Satisfactory,62,PM10
2025-08-02,Kanchipuram,1,Good,31,PM10
2025-08-02,Kannur,1,Satisfactory,55,PM10
2025-08-02,Kanpur,3,Good,48,"CO, PM10, SO2"
2025-08-02,Haveri,1,Good,41,PM10
2025-08-02,Hapur,1,Satisfactory,63,PM10
2025-08-02,Hanumangarh,1,Good,46,NO2
2025-08-02,Haldia,1,Satisfactory,78,PM10
2025-08-02,Davanagere,1,Good,46,PM10
2025-08-02,Dehradun,1,Good,27,PM10
2025-08-02,Delhi,38,Satisfactory,79,PM10
2025-08-02,Dewas,1,Satisfactory,59,PM10
2025-08-02,Dhanbad,1,Satisfactory,79,NO2
2025-08-02,Dharwad,1,Satisfactory,55,PM10
2025-08-02,Dholpur,1,Moderate,165,PM10
2025-08-02,Dhule,1,Satisfactory,81,PM10
2025-08-02,Dindigul,1,Good,42,PM10
2025-08-02,Dungarpur,1,Satisfactory,83,PM10
2025-08-02,Durgapur,3,Satisfactory,74,PM10
2025-08-02,Cuttack,1,Satisfactory,59,PM10
2025-08-02,Firozabad,1,Good,48,PM10
2025-08-02,Gandhinagar,3,Satisfactory,62,"PM10, PM2.5"
2025-08-02,Gangtok,1,Good,44,O3
2025-08-02,Gaya,2,Good,36,"PM10, PM2.5"
2025-08-02,Ghaziabad,4,Satisfactory,68,"PM10, PM2.5"
2025-08-02,Gorakhpur,1,Satisfactory,54,PM10
2025-08-02,Greater Noida,2,Moderate,114,PM10
2025-08-02,Gummidipoondi,1,Moderate,108,PM10
2025-08-02,Gurugram,1,Satisfactory,81,PM10
2025-08-02,Guwahati,2,Good,44,"PM2.5, SO2"
2025-08-02,Gwalior,3,Satisfactory,71,PM10
2025-08-02,Hajipur,1,Good,45,PM2.5
2025-08-02,Gadag,1,Satisfactory,56,PM10
2025-08-02,Yadgir,1,Good,39,NO2
2025-08-02,Alwar,1,Satisfactory,62,CO
2025-08-02,Agartala,1,Good,26,SO2
2025-08-02,Agra,4,Satisfactory,59,PM10
2025-08-02,Ahmedabad,9,Satisfactory,65,PM10
2025-08-02,Ahmednagar,1,Satisfactory,61,PM10
2025-08-02,Aizawl,1,Good,22,PM10
2025-08-02,Ajmer,1,Satisfactory,87,PM10
2025-08-02,Akola,1,Good,45,PM10
2025-08-02,Amaravati,1,Satisfactory,80,PM10
2025-08-03,Angul,1,Satisfactory,81,PM10
2025-08-03,Gummidipoondi,1,Moderate,139,PM2.5
2025-08-03,Guwahati,3,Good,36,"PM2.5, SO2"
2025-08-03,Gwalior,3,Satisfactory,68,"PM10, PM2.5"
2025-08-03,Hajipur,1,Good,36,PM2.5
2025-08-03,Hosur,1,Good,36,PM10
2025-08-03,Hanumangarh,1,Satisfactory,84,PM10
2025-08-03,Hapur,1,Satisfactory,69,PM10
2025-08-03,Haveri,1,Good,40,SO2
2025-08-03,Greater Noida,2,Satisfactory,87,PM10
