date,city,no_stations,aqi_category,aqi,prominent_pollutant
2024-06-30,Indore,4,Good,46,"CO, SO2"
2024-06-30,Mandikhera,1,Good,34,SO2
2024-06-30,Prayagraj,3,Good,33,"O3, PM2.5, SO2"
2024-06-30,Shillong,1,Good,36,SO2
2024-06-30,Singrauli,1,Satisfactory,87,SO2
2024-06-30,Vapi,1,Good,48,SO2
2024-06-30,Varanasi,4,Good,30,SO2
2024-07-01,Agartala,1,Good,44,SO2
2024-07-01,Ariyalur,1,Good,34,SO2
2024-07-01,Bareilly,2,Good,20,"PM10, SO2"
2024-07-01,Coimbatore,1,Good,39,SO2
2024-07-01,Imphal,1,Moderate,101,SO2
2024-07-01,Indore,4,Good,46,"CO, SO2"
2024-07-01,Mandikhera,1,Good,35,SO2
2024-07-01,Vapi,1,Good,48,SO2
2024-07-01,Varanasi,4,Good,30,"CO, SO2"
2024-07-02,Agra,6,Good,31,"NO2, PM10, SO2"
2024-07-02,Bareilly,2,Good,20,SO2
2024-07-02,Chhapra,1,Good,45,SO2
2024-07-02,Coimbatore,1,Good,39,SO2
2024-07-02,Guwahati,3,Good,33,"CO, SO2"
2024-07-02,Imphal,1,Satisfactory,100,SO2
2024-07-02,Indore,4,Good,42,"CO, SO2"
2024-07-02,Kohima,1,Good,39,SO2
2024-07-02,Mandikhera,1,Good,34,SO2
2024-07-02,Narnaul,1,Good,35,SO2
2024-07-02,Prayagraj,3,Good,28,"CO, PM2.5, SO2"
2024-07-02,Vapi,1,Good,48,SO2
2024-07-02,Varanasi,4,Good,31,"O3, SO2"
2024-07-03,Agra,6,Good,31,"NO2, PM10, SO2"
2024-07-03,Asansol,3,Satisfactory,55,"PM10, SO2"
2024-07-03,Bareilly,1,Good,22,SO2
2024-07-03,Bhagalpur,1,Good,32,SO2
2024-07-03,Coimbatore,1,Good,38,SO2
2024-07-03,Damoh,1,Good,35,SO2
2024-07-03,Guwahati,4,Good,36,"CO, PM2.5, SO2"
2024-07-03,Imphal,2,Satisfactory,99,SO2
2024-07-03,Indore,3,Satisfactory,51,"PM10, SO2"
2024-07-03,Prayagraj,3,Good,37,"PM10, PM2.5, SO2"
2024-07-03,Singrauli,1,Moderate,113,SO2
2024-07-03,Vapi,1,Good,47,SO2
2024-07-03,Varanasi,4,Good,31,"CO, SO2"
2024-07-04,Agra,6,Good,28,"NO2, SO2"
2024-07-04,Bareilly,2,Good,21,SO2
2024-07-04,Chhapra,1,Good,44,SO2
2024-07-04,Coimbatore,1,Good,39,SO2
2024-07-04,Damoh,1,Good,35,SO2
2024-07-04,Guwahati,4,Good,42,"CO, PM10, SO2"
2024-07-04,Imphal,1,Satisfactory,98,SO2
2024-07-04,Indore,3,Satisfactory,52,"PM10, SO2"
2024-07-04,Kohima,1,Good,39,SO2
2024-07-04,Moradabad,5,Good,34,"NO2, O3, SO2"
2024-07-04,Palkalaiperur,1,Good,29,SO2
2024-07-04,Vapi,1,Good,47,SO2
2024-07-04,Varanasi,4,Good,31,"CO, SO2"
2024-07-05,Bareilly,1,Good,19,SO2
2024-07-05,Chhapra,1,Satisfactory,54,SO2
2024-07-05,Coimbatore,1,Good,39,SO2
2024-07-05,Damoh,1,Good,35,SO2
2024-07-05,Guwahati,4,Good,32,"CO, PM2.5, SO2"
2024-07-05,Indore,3,Good,48,"PM10, SO2"
2024-07-05,Khurja,1,Satisfactory,76,SO2
2024-07-05,Kohima,1,Good,39,SO2
2024-07-05,Mandikhera,1,Good,34,SO2
2024-07-05,Prayagraj,3,Good,32,"PM2.5, SO2"
2024-07-05,Vapi,1,Good,47,SO2
2024-07-05,Varanasi,4,Good,34,"PM10, SO2"
2024-07-05,Vrindavan,1,Good,43,SO2
2024-07-06,Bareilly,2,Good,20,SO2
2024-07-06,Chhapra,1,Good,49,SO2
2024-07-06,Coimbatore,1,Good,40,SO2
2024-07-06,Damoh,1,Good,37,SO2
2024-07-06,Dindigul,1,Satisfactory,92,SO2
2024-07-06,Imphal,1,Satisfactory,99,SO2
2024-07-06,Indore,4,Good,45,"CO, SO2"
2024-07-06,Jhansi,1,Good,20,SO2
2024-07-06,Kohima,1,Good,39,SO2
2024-07-06,Mandikhera,1,Good,34,SO2
2024-07-06,Prayagraj,3,Good,29,"PM2.5, SO2"
2024-07-06,Vapi,1,Good,48,SO2
2024-07-06,Varanasi,3,Good,34,"NO2, SO2"
2024-07-07,Ariyalur,1,Good,37,SO2
2024-07-07,Bareilly,2,Good,20,SO2
2024-07-07,Coimbatore,1,Good,40,SO2
2024-07-07,Damoh,1,Good,37,SO2
2024-07-07,Dindigul,1,Satisfactory,93,SO2
2024-07-07,Guwahati,3,Good,41,"PM10, PM2.5, SO2"
2024-07-07,Imphal,1,Satisfactory,99,SO2
2024-07-07,Indore,3,Satisfactory,78,"CO, PM10, SO2"
2024-07-07,Mandikhera,1,Good,34,SO2
2024-07-07,Palkalaiperur,1,Good,29,SO2
2024-07-07,Prayagraj,3,Good,32,"PM10, PM2.5, SO2"
2024-07-07,Singrauli,1,Moderate,118,SO2
2024-07-07,Varanasi,4,Good,33,"NO2, SO2"
2024-07-08,Ariyalur,1,Good,35,SO2
2024-07-08,Bareilly,1,Good,23,SO2
2024-07-08,Coimbatore,1,Good,40,SO2
2024-07-08,Dindigul,1,Satisfactory,92,SO2
2024-07-08,Guwahati,3,Good,48,"CO, PM10, SO2"
2024-07-08,Imphal,1,Satisfactory,98,SO2
2024-07-08,Kohima,1,Good,40,SO2
2024-07-08,Mahad,1,Satisfactory,53,SO2
2024-07-08,Mandikhera,1,Good,34,SO2
2024-07-08,Moradabad,5,Good,35,"CO, O3, SO2"
2024-07-08,Prayagraj,3,Good,42,"PM10, PM2.5, SO2"
2024-07-08,Shillong,1,Good,36,SO2
2024-07-08,Vapi,1,Good,49,SO2
2024-07-08,Varanasi,4,Good,32,"NO2, SO2"
2024-07-09,Agra,5,Satisfactory,51,"PM2.5, SO2"
2024-07-09,Ariyalur,1,Good,36,SO2
2024-07-09,Bareilly,2,Good,20,SO2
2024-07-09,Indore,4,Good,48,"PM10, PM2.5, SO2"
2024-07-09,Kohima,1,Good,39,SO2
2024-07-09,Mandikhera,1,Good,35,SO2
2024-07-09,Palkalaiperur,1,Good,29,SO2
2024-07-09,Shillong,1,Good,36,SO2
2024-07-09,Vapi,1,Good,49,SO2
2024-07-10,Agra,5,Satisfactory,55,"PM2.5, SO2"
2024-07-10,Chhapra,1,Satisfactory,52,SO2
2024-07-10,Indore,4,Good,46,"PM10, SO2"
2024-07-10,Kohima,1,Good,40,SO2
2024-07-10,Shillong,1,Good,37,SO2
2024-07-10,Vapi,1,Good,48,SO2
2024-07-11,Ariyalur,1,Good,36,SO2
2024-07-11,Bareilly,2,Good,22,"PM10, SO2"
2024-07-11,Indore,4,Good,47,"CO, PM10, SO2"
2024-07-11,Kohima,1,Good,39,SO2
2024-07-11,Kolar,1,Satisfactory,70,SO2
2024-07-11,Mandikhera,1,Good,34,SO2
2024-07-11,Narnaul,1,Satisfactory,51,SO2
2024-07-11,Shillong,1,Good,36,SO2
2024-07-11,Vapi,1,Good,49,SO2
2024-07-11,Varanasi,4,Good,42,"PM10, SO2"
2024-07-12,Ariyalur,1,Good,36,SO2
2024-07-12,Bareilly,2,Good,23,SO2
2024-07-12,Chhapra,1,Good,44,SO2
2024-07-12,Imphal,1,Satisfactory,100,SO2
2024-07-12,Indore,4,Good,39,"CO, PM10, SO2"
2024-07-12,Karwar,1,Good,21,SO2
2024-07-12,Kolar,1,Satisfactory,70,SO2
2024-07-12,Mandikhera,1,Good,34,SO2
2024-07-12,Palkalaiperur,1,Good,30,SO2
2024-07-12,Prayagraj,2,Good,36,"PM2.5, SO2"
2024-07-12,Shillong,1,Good,36,SO2
2024-07-13,Ariyalur,1,Good,37,SO2
2024-07-13,Bareilly,1,Good,23,SO2
2024-07-13,Coimbatore,1,Good,39,SO2
2024-07-13,Dewas,1,Satisfactory,56,SO2
2024-07-13,Indore,4,Good,39,"CO, SO2"
2024-07-13,Kohima,1,Good,40,SO2
2024-07-13,Mandikhera,1,Good,34,SO2
2024-07-13,Palkalaiperur,1,Good,30,SO2
2024-07-13,Prayagraj,3,Good,38,"PM10, PM2.5, SO2"
2024-07-13,Singrauli,1,Satisfactory,64,SO2
2024-07-14,Ariyalur,1,Good,37,SO2
2024-07-14,Bareilly,1,Good,23,SO2
2024-07-14,Coimbatore,1,Good,38,SO2
2024-07-14,Firozabad,1,Good,41,SO2
2024-07-14,Indore,3,Good,43,"CO, PM10, SO2"
2024-07-14,Palkalaiperur,1,Good,30,SO2
2024-07-14,Vapi,1,Good,49,SO2
2024-07-15,Ariyalur,1,Good,36,SO2
2024-07-15,Asansol,3,Good,48,"PM10, PM2.5, SO2"
2024-07-15,Bareilly,2,Good,22,SO2
2024-07-15,Indore,3,Good,44,"CO, SO2"
2024-07-15,Mandikhera,1,Good,34,SO2
2024-07-15,Palkalaiperur,1,Good,30,SO2
2024-07-15,Vapi,1,Good,49,SO2
2024-07-16,Agartala,1,Good,47,SO2
2024-07-16,Ariyalur,1,Good,36,SO2
2024-07-16,Asansol,3,Good,45,"PM10, SO2"
2024-07-16,Bareilly,2,Good,22,SO2
2024-07-16,Chhapra,1,Good,49,SO2
2024-07-16,Coimbatore,1,Good,39,SO2
2024-07-16,Durgapur,2,Good,43,"PM10, SO2"
2024-07-16,Imphal,1,Satisfactory,100,SO2
2024-07-16,Indore,2,Satisfactory,56,"CO, SO2"
2024-07-16,Kohima,1,Good,40,SO2
2024-07-16,Moradabad,6,Satisfactory,66,"PM10, SO2"
2024-07-16,Palkalaiperur,1,Good,30,SO2
2024-07-16,Prayagraj,3,Good,38,"PM10, PM2.5, SO2"
2024-07-16,Shillong,1,Good,36,SO2
2024-07-16,Vapi,1,Good,50,SO2
2024-07-17,Agra,6,Satisfactory,57,"PM10, PM2.5, SO2"
2024-07-17,Ariyalur,1,Good,36,SO2
2024-07-17,Asansol,4,Satisfactory,59,"PM10, SO2"
2024-07-17,Bareilly,2,Good,21,SO2
2024-07-17,Chhapra,1,Satisfactory,56,SO2
2024-07-17,Damoh,1,Good,45,SO2
2024-07-17,Imphal,1,Moderate,101,SO2
2024-07-17,Indore,2,Satisfactory,52,"CO, SO2"
2024-07-17,Kolar,1,Satisfactory,70,SO2
2024-07-17,Mandikhera,1,Good,34,SO2
2024-07-17,Palkalaiperur,1,Good,30,SO2
2024-07-17,Prayagraj,3,Good,43,"PM10, SO2"
2024-07-17,Shillong,1,Good,36,SO2
2024-07-17,Vapi,1,Good,50,SO2
2024-07-18,Ariyalur,1,Good,39,SO2
2024-07-18,Asansol,4,Good,49,"CO, PM2.5, SO2"
2024-07-18,Bareilly,2,Good,22,SO2
2024-07-18,Coimbatore,1,Good,39,SO2
2024-07-18,Damoh,1,Good,43,SO2
2024-07-18,Dewas,1,Good,43,SO2
2024-07-18,Imphal,1,Satisfactory,100,SO2
2024-07-18,Indore,2,Satisfactory,54,"CO, SO2"
2024-07-18,Kohima,1,Good,40,SO2
2024-07-18,Kolar,1,Satisfactory,70,SO2
2024-07-18,Palkalaiperur,1,Good,30,SO2
2024-07-18,Prayagraj,3,Good,34,"O3, PM2.5, SO2"
2024-07-18,Vapi,1,Good,50,SO2
2024-07-19,Agartala,1,Good,49,SO2
2024-07-19,Ariyalur,1,Good,38,SO2
2024-07-19,Asansol,4,Good,50,"CO, PM10, SO2"
2024-07-19,Bareilly,2,Good,22,SO2
2024-07-19,Chhapra,1,Satisfactory,56,SO2
2024-07-19,Coimbatore,1,Good,41,SO2
2024-07-19,Damoh,1,Good,42,SO2
2024-07-19,Imphal,1,Moderate,101,SO2
2024-07-19,Indore,2,Good,42,"CO, SO2"
2024-07-19,Prayagraj,3,Good,38,"PM10, PM2.5, SO2"
2024-07-19,Ratlam,1,Good,34,SO2
2024-07-19,Vapi,1,Satisfactory,51,SO2
2024-07-20,Agartala,1,Good,48,SO2
2024-07-20,Ariyalur,1,Good,36,SO2
2024-07-20,Bareilly,2,Good,22,SO2
2024-07-20,Chhapra,1,Satisfactory,61,SO2
2024-07-20,Coimbatore,1,Good,40,SO2
2024-07-20,Damoh,1,Good,43,SO2
2024-07-20,Dewas,1,Good,42,SO2
2024-07-20,Imphal,1,Moderate,101,SO2
2024-07-20,Indore,2,Good,45,"CO, SO2"
2024-07-20,Kohima,1,Good,40,SO2
2024-07-20,Prayagraj,3,Good,42,"PM10, SO2"
2024-07-20,Ratlam,1,Good,32,SO2
2024-07-20,Shillong,1,Good,37,SO2
2024-07-20,Vapi,1,Satisfactory,51,SO2
2024-07-21,Agartala,1,Good,48,SO2
2024-07-21,Bareilly,2,Good,24,"PM10, SO2"
2024-07-21,Chhapra,1,Satisfactory,57,SO2
2024-07-21,Coimbatore,1,Good,39,SO2
2024-07-21,Damoh,1,Good,41,SO2
2024-07-21,Dewas,1,Good,45,SO2
2024-07-21,Durgapur,2,Good,42,"PM2.5, SO2"
2024-07-21,Guwahati,4,Good,34,"CO, PM10, SO2"
2024-07-21,Imphal,1,Moderate,101,SO2
2024-07-21,Indore,3,Good,40,"CO, SO2"
2024-07-21,Kohima,1,Good,40,SO2
2024-07-21,Kolar,1,Satisfactory,71,SO2
2024-07-21,Mumbai,23,Good,36,"CO, NO2, SO2"
2024-07-21,Prayagraj,3,Good,39,"O3, PM10, SO2"
2024-07-21,Ratlam,1,Good,33,SO2
2024-07-21,Shillong,1,Good,36,SO2
2024-07-21,Vapi,1,Satisfactory,51,SO2
2024-07-22,Agartala,1,Good,46,SO2
2024-07-22,Bareilly,2,Good,22,SO2
2024-07-22,Chhapra,1,Satisfactory,59,SO2
2024-07-22,Damoh,1,Good,40,SO2
2024-07-22,Dewas,1,Good,39,SO2
2024-07-22,Guwahati,4,Good,32,"CO, PM10, SO2"
2024-07-22,Imphal,1,Moderate,101,SO2
2024-07-22,Indore,2,Satisfactory,54,"CO, SO2"
2024-07-22,Kohima,1,Good,41,SO2
2024-07-22,Kolar,1,Satisfactory,72,SO2
2024-07-22,Prayagraj,3,Good,35,"PM10, SO2"
2024-07-22,Ratlam,1,Good,33,SO2
2024-07-22,Vapi,1,Satisfactory,51,SO2
2024-07-23,Agartala,1,Good,45,SO2
2024-07-23,Ariyalur,1,Good,36,SO2
2024-07-23,Banswara,1,Good,44,SO2
2024-07-23,Bareilly,2,Good,22,SO2
2024-07-23,Chhapra,1,Satisfactory,62,SO2
2024-07-23,Coimbatore,1,Good,38,SO2
2024-07-23,Damoh,1,Good,40,SO2
2024-07-23,Dewas,1,Good,46,SO2
2024-07-23,Indore,3,Good,49,"CO, SO2"
2024-07-23,Kohima,1,Good,40,SO2
2024-07-23,Kolar,1,Satisfactory,72,SO2
2024-07-23,Palkalaiperur,1,Good,25,SO2
2024-07-23,Prayagraj,3,Good,35,"PM10, SO2"
2024-07-23,Ratlam,1,Good,33,SO2
2024-07-23,Vapi,1,Satisfactory,51,SO2
2024-07-24,Agartala,1,Good,45,SO2
2024-07-24,Agra,6,Satisfactory,63,"O3, SO2"
2024-07-24,Ariyalur,1,Good,36,SO2
2024-07-24,Banswara,1,Good,37,SO2
2024-07-24,Bareilly,2,Moderate,101,"O3, SO2"
2024-07-24,Chhapra,1,Satisfactory,61,SO2
2024-07-24,Dewas,1,Good,49,SO2
2024-07-24,Imphal,1,Moderate,101,SO2
2024-07-24,Indore,3,Good,45,"CO, SO2"
2024-07-24,Kohima,1,Good,40,SO2
2024-07-24,Kolar,1,Satisfactory,71,SO2
2024-07-24,Motihari,1,Good,31,SO2
2024-07-24,Palkalaiperur,1,Good,25,SO2
2024-07-24,Prayagraj,3,Good,33,"PM10, SO2"
2024-07-24,Ratlam,1,Good,33,SO2
2024-07-24,Singrauli,1,Satisfactory,95,SO2
2024-07-24,Vapi,1,Satisfactory,51,SO2
2024-07-25,Agartala,1,Good,45,SO2
2024-07-25,Agra,6,Good,32,"O3, PM10, SO2"
2024-07-25,Ariyalur,1,Good,40,SO2
2024-07-25,Bareilly,2,Good,21,SO2
2024-07-25,Dewas,1,Satisfactory,54,SO2
2024-07-25,Guwahati,3,Good,29,"PM10, SO2"
2024-07-25,Hisar,1,Good,40,SO2
2024-07-25,Imphal,1,Moderate,101,SO2
2024-07-25,Indore,3,Satisfactory,63,"CO, PM10, SO2"
2024-07-25,Kohima,1,Good,41,SO2
2024-07-25,Kolar,1,Satisfactory,70,SO2
2024-07-25,Motihari,1,Good,47,SO2
2024-07-25,Palkalaiperur,1,Good,25,SO2
2024-07-25,Prayagraj,3,Good,34,SO2
2024-07-25,Ratlam,1,Good,34,SO2
2024-07-25,Shillong,1,Good,37,SO2
2024-07-25,Singrauli,1,Satisfactory,95,SO2
2024-07-25,Vapi,1,Satisfactory,52,SO2
2024-07-25,Vrindavan,1,Good,44,SO2
2024-07-26,Agartala,1,Good,48,SO2
2024-07-26,Ariyalur,1,Good,43,SO2
2024-07-26,Bareilly,2,Good,21,SO2
2024-07-26,Chhapra,1,Satisfactory,66,SO2
2024-07-26,Damoh,1,Good,40,SO2
2024-07-26,Guwahati,4,Good,48,"PM10, PM2.5, SO2"
2024-07-26,Imphal,1,Moderate,101,SO2
2024-07-26,Indore,4,Good,44,"CO, SO2"
2024-07-26,Kohima,1,Good,41,SO2
2024-07-26,Kolar,1,Satisfactory,70,SO2
2024-07-26,Motihari,1,Good,45,SO2
2024-07-26,Mumbai,23,Good,42,"NO2, PM10, SO2"
2024-07-26,Palkalaiperur,1,Good,25,SO2
2024-07-26,Prayagraj,3,Good,39,"PM2.5, SO2"
2024-07-26,Shillong,1,Good,37,SO2
2024-07-26,Singrauli,1,Satisfactory,96,SO2
2024-07-27,Agartala,1,Good,48,SO2
2024-07-27,Asansol,4,Good,41,"PM10, SO2"
2024-07-27,Bareilly,2,Good,22,SO2
2024-07-27,Chhapra,1,Satisfactory,67,SO2
2024-07-27,Damoh,1,Good,41,SO2
2024-07-27,Guwahati,3,Good,42,"PM10, SO2"
2024-07-27,Imphal,1,Moderate,101,SO2
2024-07-27,Indore,3,Satisfactory,55,"CO, PM10, SO2"
2024-07-27,Jhansi,1,Good,39,SO2
2024-07-27,Kohima,1,Good,42,SO2
2024-07-27,Koppal,1,Good,30,SO2
2024-07-27,Motihari,1,Good,38,SO2
2024-07-27,Palkalaiperur,1,Good,26,SO2
2024-07-27,Prayagraj,3,Good,35,"PM10, PM2.5, SO2"
2024-07-27,Shillong,1,Good,38,SO2
2024-07-27,Singrauli,1,Satisfactory,97,SO2
2024-07-28,Agartala,1,Good,50,SO2
2024-07-28,Bareilly,1,Good,19,SO2
2024-07-28,Chhapra,1,Satisfactory,59,SO2
2024-07-28,Damoh,1,Good,44,SO2
2024-07-28,Dewas,1,Satisfactory,54,SO2
2024-07-28,Guwahati,4,Satisfactory,52,"PM10, PM2.5, SO2"
2024-07-28,Imphal,1,Moderate,101,SO2
2024-07-28,Indore,3,Satisfactory,51,"CO, SO2"
2024-07-28,Kohima,1,Good,44,SO2
2024-07-28,Koppal,1,Good,33,SO2
2024-07-28,Palkalaiperur,1,Good,25,SO2
2024-07-28,Prayagraj,3,Good,38,"PM10, PM2.5, SO2"
2024-07-28,Shillong,1,Good,37,SO2
2024-07-28,Singrauli,1,Satisfactory,87,SO2
2024-07-29,Agartala,1,Good,48,SO2
2024-07-29,Bareilly,2,Good,22,SO2
2024-07-29,Chhapra,1,Satisfactory,64,SO2
2024-07-29,Damoh,1,Good,42,SO2
2024-07-29,Guwahati,4,Good,46,"PM10, PM2.5, SO2"
2024-07-29,Imphal,1,Moderate,102,SO2
2024-07-29,Indore,3,Good,45,"CO, SO2"
2024-07-29,Jhansi,1,Satisfactory,51,SO2
2024-07-29,Kohima,1,Good,48,SO2
2024-07-29,Koppal,1,Good,30,SO2
2024-07-29,Prayagraj,2,Good,39,"PM10, SO2"
2024-07-29,Ratlam,1,Good,33,SO2
2024-07-29,Shillong,1,Good,37,SO2
2024-07-29,Singrauli,1,Satisfactory,96,SO2
2024-07-30,Agra,6,Good,32,"PM10, SO2"
2024-07-30,Bareilly,2,Good,22,SO2
2024-07-30,Chhapra,1,Satisfactory,67,SO2
2024-07-30,Damoh,1,Good,41,SO2
2024-07-30,Imphal,1,Moderate,102,SO2
2024-07-30,Indore,4,Good,44,"CO, SO2"
2024-07-30,Kohima,1,Good,43,SO2
2024-07-30,Kolar,1,Satisfactory,55,SO2
2024-07-30,Prayagraj,3,Good,44,"PM10, PM2.5, SO2"
2024-07-30,Ratlam,1,Good,33,SO2
2024-07-30,Shillong,1,Good,37,SO2
2024-07-30,Vapi,1,Satisfactory,52,SO2
2024-07-31,Bareilly,2,Good,26,"PM10, SO2"
2024-07-31,Chhapra,1,Satisfactory,65,SO2
2024-07-31,Damoh,1,Good,41,SO2
2024-07-31,Imphal,1,Moderate,101,SO2
2024-07-31,Indore,4,Satisfactory,52,"PM10, SO2"
2024-07-31,Kohima,1,Good,45,SO2
2024-07-31,Koppal,1,Good,30,SO2
2024-07-31,Prayagraj,2,Good,26,"CO, SO2"
2024-07-31,Shillong,1,Good,36,SO2
2024-07-31,Vapi,1,Satisfactory,52,SO2
2024-08-01,Agartala,1,Good,46,SO2
2024-08-01,Bareilly,2,Good,28,SO2
2024-08-01,Damoh,1,Good,41,SO2
2024-08-01,Firozabad,2,Good,28,"PM10, SO2"
2024-08-01,Imphal,1,Satisfactory,100,SO2
2024-08-01,Indore,4,Good,50,"PM10, SO2"
2024-08-01,Karwar,1,Good,25,SO2
2024-08-01,Kohima,1,Good,44,SO2
2024-08-01,Kolar,1,Satisfactory,55,SO2
2024-08-01,Kurukshetra,1,Good,31,SO2
2024-08-01,Mandikhera,1,Good,34,SO2
2024-08-01,Prayagraj,2,Good,26,SO2
2024-08-01,Shillong,1,Good,36,SO2
2024-08-01,Vapi,1,Satisfactory,52,SO2
2024-08-02,Agra,5,Good,30,"NO2, PM10, SO2"
2024-08-02,Bareilly,2,Good,26,SO2
2024-08-02,Damoh,1,Good,41,SO2
2024-08-02,Hisar,1,Good,42,SO2
2024-08-02,Imphal,1,Satisfactory,100,SO2
2024-08-02,Indore,4,Good,43,"CO, SO2"
2024-08-02,Karwar,1,Good,24,SO2
2024-08-02,Kohima,1,Good,46,SO2
2024-08-02,Prayagraj,3,Good,30,SO2
2024-08-02,Ratlam,1,Good,33,SO2
2024-08-02,Shillong,1,Good,36,SO2
2024-08-02,Vapi,1,Satisfactory,52,SO2
2024-08-02,Varanasi,4,Good,34,"PM10, SO2"
2024-08-03,Agartala,1,Good,45,SO2
2024-08-03,Agra,5,Good,28,"NO2, PM10, SO2"
2024-08-03,Banswara,1,Good,35,SO2
2024-08-03,Bareilly,2,Good,26,SO2
2024-08-03,Bileipada,1,Good,46,SO2
2024-08-03,Damoh,1,Good,40,SO2
2024-08-03,Dewas,1,Good,45,SO2
2024-08-03,Indore,4,Good,46,"CO, SO2"
2024-08-03,Karauli,1,Good,25,SO2
2024-08-03,Khurja,1,Satisfactory,69,SO2
2024-08-03,Kohima,1,Good,46,SO2
2024-08-03,Munger,1,Good,20,SO2
2024-08-03,Prayagraj,3,Good,35,SO2
2024-08-03,Raipur,3,Good,25,"CO, SO2"
2024-08-03,Ratlam,1,Good,33,SO2
2024-08-03,Shillong,1,Good,36,SO2
2024-08-03,Vapi,1,Satisfactory,52,SO2
2024-08-03,Varanasi,4,Good,35,"NO2, SO2"
2024-08-04,Agartala,1,Good,45,SO2
2024-08-04,Agra,6,Good,27,"PM10, SO2"
2024-08-04,Bareilly,2,Good,26,SO2
2024-08-04,Indore,4,Good,42,"CO, SO2"
2024-08-04,Jhansi,1,Good,23,SO2
2024-08-04,Khurja,1,Moderate,110,SO2
2024-08-04,Kohima,1,Good,47,SO2
2024-08-04,Munger,1,Good,25,SO2
2024-08-04,Prayagraj,3,Good,39,SO2
2024-08-04,Ratlam,1,Good,33,SO2
2024-08-04,Vapi,1,Satisfactory,53,SO2
2024-08-04,Varanasi,4,Good,32,"NO2, SO2"
2024-08-05,Agra,5,Good,26,"NO2, PM10, SO2"
2024-08-05,Bareilly,1,Good,20,SO2
2024-08-05,Dewas,1,Good,42,SO2
2024-08-05,Hisar,1,Satisfactory,53,SO2
2024-08-05,Indore,4,Good,39,"CO, SO2"
2024-08-05,Jaipur,5,Good,37,"CO, SO2"
2024-08-05,Khurja,1,Moderate,104,SO2
2024-08-05,Kohima,1,Good,46,SO2
2024-08-05,Kolar,1,Satisfactory,71,SO2
2024-08-05,Koppal,1,Good,30,SO2
2024-08-05,Prayagraj,2,Good,48,SO2
2024-08-05,Ratlam,1,Good,33,SO2
2024-08-05,Shillong,1,Good,36,SO2
2024-08-06,Agra,6,Good,34,"O3, PM10, SO2"
2024-08-06,Bareilly,2,Good,25,SO2
2024-08-06,Indore,3,Good,45,"PM10, SO2"
2024-08-06,Karwar,1,Good,23,SO2
2024-08-06,Kohima,1,Good,46,SO2
2024-08-06,Kolar,1,Satisfactory,52,SO2
2024-08-06,Koppal,1,Good,31,SO2
2024-08-06,Moradabad,6,Good,47,"PM10, SO2"
2024-08-06,Prayagraj,3,Good,37,SO2
2024-08-06,Shillong,1,Good,36,SO2
2024-08-06,Vapi,1,Satisfactory,52,SO2
2024-08-07,Bareilly,1,Good,28,SO2
2024-08-07,Hassan,1,Good,23,SO2
2024-08-07,Imphal,1,Satisfactory,100,SO2
2024-08-07,Indore,3,Good,47,"PM10, SO2"
2024-08-07,Jaipur,6,Satisfactory,59,"PM10, SO2"
2024-08-07,Karwar,1,Good,21,SO2
2024-08-07,Khurja,1,Satisfactory,69,SO2
2024-08-07,Kohima,1,Good,47,SO2
2024-08-07,Koppal,1,Good,30,SO2
2024-08-07,Prayagraj,3,Good,40,SO2
2024-08-07,Vapi,1,Satisfactory,53,SO2
2024-08-07,Varanasi,3,Good,37,"PM10, SO2"
2024-08-07,Virudhunagar,1,Good,24,SO2
2024-08-08,Agra,6,Good,30,"NO2, PM10, SO2"
2024-08-08,Bareilly,2,Good,32,"PM2.5, SO2"
2024-08-08,Guwahati,4,Good,45,"PM10, PM2.5, SO2"
2024-08-08,Hassan,1,Good,28,SO2
2024-08-08,Indore,3,Good,50,"PM10, SO2"
2024-08-08,Kaithal,1,Good,37,SO2
2024-08-08,Kohima,1,Good,46,SO2
2024-08-08,Koppal,1,Good,30,SO2
2024-08-08,Motihari,1,Good,39,SO2
2024-08-08,Munger,1,Good,23,SO2
2024-08-08,Prayagraj,3,Good,36,SO2
2024-08-08,Shillong,1,Good,36,SO2
2024-08-08,Vapi,1,Satisfactory,53,SO2
2024-08-08,Varanasi,3,Satisfactory,53,"PM10, SO2"
2024-08-09,Agartala,1,Good,41,SO2
2024-08-09,Agra,6,Good,32,"NO2, O3, SO2"
2024-08-09,Bareilly,2,Good,34,"PM2.5, SO2"
2024-08-09,Hassan,1,Good,26,SO2
2024-08-09,Imphal,1,Satisfactory,100,SO2
2024-08-09,Indore,4,Good,43,"PM10, SO2"
2024-08-09,Kohima,1,Good,46,SO2
2024-08-09,Koppal,1,Good,31,SO2
2024-08-09,Moradabad,6,Good,38,"CO, SO2"
2024-08-09,Munger,1,Good,24,SO2
2024-08-09,Prayagraj,3,Good,40,SO2
2024-08-09,Vapi,1,Satisfactory,53,SO2
2024-08-09,Varanasi,3,Satisfactory,54,"PM10, SO2"
2024-08-09,Virudhunagar,1,Good,24,SO2
2024-08-10,Agra,6,Good,29,"PM10, PM2.5, SO2"
2024-08-10,Bareilly,2,Good,38,"PM2.5, SO2"
2024-08-10,Guwahati,3,Good,48,"PM10, PM2.5, SO2"
2024-08-10,Imphal,2,Moderate,102,SO2
2024-08-10,Indore,4,Good,40,"PM10, SO2"
2024-08-10,Karwar,1,Good,21,SO2
2024-08-10,Koppal,1,Good,31,SO2
